Word,Count
<em>Overall,6
singleton,6
Of</em>}</li>,6
(non-Javadoc),6
'<em>Task</em>',6
'<em><b>Required</b></em>',6
'<em>Connection</em>',6
<em>Snapshot,6
Info1</em>}</li>,6
'<em><b>Of,6
'<em><b>Of</b></em>',6
'<em><b>EReference0</b></em>',6
void,6
'<em>Folder,6
parameters,6
<code>caseXXX</code>,6
'<em><b>Rating</b></em>',6
'<em>General,6
#getFileType(),6
<em>Db,6
'<em><b>Configuration,6
'<em>File</em>',6
#getSession(),5
have,5
#getDate(),5
#getTool(),5
#isRequired(),5
#getConfigurationManagement(),5
'<em><b>Level</b></em>',5
general.FileProperty#getFilePropertyId,5
Set,5
no,5
given,5
#getProject(),5
general.ContentObject#getPartOf,5
'<em><b>Version</b></em>',5
#getUpToDate(),5
#getModfiedDate(),5
bar,5
#getEmail(),5
#setDeleted(boolean),5
general.User#getUserId,5
#getDatabase(),5
general.FileType#getFileTypeId,5
#isFinished(),5
general.FileEnding#getOfType,5
#isMksStatus(),5
'<em><b>Container,5
general.Connection#getSource,5
#getContainerId(),5
#getOverallStatus(),5
private,5
#getAddInfo4(),5
<em>Held,5
'<em><b>Event</b></em>',5
general.File#getRootDir,5
#getMessage(),5
'<em><b>Session,5
creates,5
#isDbStatus(),5
return,5
#getOwnerId(),5
#getTask(),5
#getLevel(),5
#getReviewed(),5
Factory</em>}',5
#getTaskId(),5
general.ContentObject#getObjectId,5
general.Connection#getConnectionId,5
used,5
#getStatus(),5
general.FileEnding#getFileEndingId,5
#getSessionFactory(),5
<em>Persistent,5
#getEventId(),5
#getTimesUsed(),5
#getSnapshotId(),5
'<em>Function,5
on,5
'<em><b>User</b></em>',5
#getRating(),5
#getVersion(),5
general.FileProperty#getOf,5
#getObjectName(),5
\many="\false"\\,5
#getConnectionType(),5
#getIcon(),5
#isUserRelevant(),5
general.DataSource#getDataSourceId,5
general.Function#getFunctionId,5
<em>Has,5
'<em><b>Data,5
#getSynergySession(),5
<em>Date</em>}',5
'<em><b>Modfied,5
general.Event#getUser,5
#getCreationDate(),5
file,5
Criteria</b></em>',5
<em>Session</em>}',5
<em>Connection</em>}',4
TODO:,4
<em>Project</em>}',4
general.impl.EventImpl,4
dao.impl.EventDaoImpl,4
GridColumn,4
types,4
general.impl.GenericFunctionSRSTypeImpl,4
\dataType="\dao.List"\\,4
until,4
dao.GenericDao,4
storedSelection,4
namespace,4
'<em>Up,4
dao.FolderDao,4
Object</em>}',4
'<em>Reviewed</em>',4
'<em>Snapshot,4
general.impl.FolderImpl,4
general.User#getEvent,4
<em>Message</em>}',4
'<em>Overall,4
@Override,4
'<em>Task,4
'<em>Finished</em>',4
Component</em>',4
Documentation</em>}',4
Info4</em>',4
dao.EventDao,4
general.impl.SnapshotImpl,4
Class</em>',4
'<em>Icon</em>',4
<em>EReference0</em>}</li>,4
\package,\,4
invoke,4
'<em>Held,4
Dir</em>}',4
'<em>Rating</em>',4
view,4
<em>Folder,4
'<em>Version</em>',4
<em>Source</em>}',4
provides,4
'<em>EObject</em>',4
<em>Icon</em>}',4
<b>Factory</b>,4
general.impl.GenericFunctionSRSFilePropertyImpl,4
general.Event,4
general.Snapshot,4
'<em><b>Documentation,4
general.QualityCriteria},4
'<em>Email</em>',4
By</em>',4
general.DataSource#getSetting,4
dao.impl.FileDaoImpl,4
general.SystemComponentLevelDocumentationFileProperty,4
general.File#getHasProperty,4
general.impl.ContentObjectImpl,4
one,4
'<em>Db,4
dao.impl.UserDaoImpl,4
<em>Password</em>}</li>,4
'<em>EReference1</em>',4
<em>Level</em>}',4
\enum,</li>\,4
'<em>Of</em>',4
<em>Version</em>}',4
<em>Folder</em>}',4
general.FileEnding,4
'<em>Status</em>',4
general.GenericFunctionSRSType,4
general.ContentObject,4
general.GenericFunctionSRSFileProperty,4
meta-model,4
'<em>Project</em>',4
dao.GeneralQueries,4
<em>Of</em>}',4
general.File,4
general.FileType#getUses,4
URI,4
general.Task,4
dao.impl.FolderDaoImpl,4
'<em>Users</em>',4
<em>Finished</em>}',4
<em>File</em>}',4
Management</em>',4
<em>Owner</em>}</li>,4
general.impl.TaskImpl,4
<em>Snapshot</em>}',4
affect,4
Relevant</em>',4
Satus</em>}',4
general.FileType,4
#setModified(Date),4
'<em>Mks,4
general.impl.FilePropertyImpl,4
'<em>Synergy,4
<em>Status</em>}',4
<em>Container</em>}',4
general.Folder#getChildren,4
hierarchy,4
org.eclipse.swt.graphics.Image,4
<em>Tool</em>}',4
general.impl.FileImpl,4
invocation,4
general.impl.SystemComponentLevelDocumentationImpl,4
<em>Description</em>}</li>,4
Name</em>',4
|,4
dao.FileDao,4
Ending</em>}',4
\containment="\true"\\,4
general.GeneralDocumentationFileProperty,4
'<em>Times,4
Relevant</em>}',4
'<em>EReference2</em>',4
Management</em>}',4
applicable,4
general.impl.DataSourceImpl,4
<code>target</code>,4
general.DataSource,4
<em>Content,4
type</li>,4
general.impl.SystemComponentLevelDocumentationFilePropertyImpl,4
'<em>Creation,4
<em>Database</em>}',4
Session</em>}',4
List</em>}',4
<em>Release</em>}</li>,4
<li>and,4
dao.impl.ConnectionDaoImpl,4
general.Snapshot#getStores,4
general.Folder,4
<code>createXXX</code>,4
general.impl.UserListImpl,4
general.impl.ContainerImpl,4
'<em>General</em>',4
general.SystemComponentLevelDocumentation,4
Name</em>}',4
dao.impl.GenericDaoImpl,4
<em>Hibernate,4
string,4
<em>Reviewed</em>}',4
Util</em>}',4
<em>Email</em>}',4
represent,4
dao.impl.HibernateUtilImpl,4
them,4
<em>Username</em>}</li>,4
general.impl.FunctionImpl,4
registered,4
$NON-NLS-1$,4
general.impl.FileEndingImpl,4
dao.UserDao,4
'<em>Database</em>',4
general.Connection,4
org.eclipse.emf.ecore.EPackage.Registry,4
'<em>Modfied,4
<em>Comment</em>}</li>,4
org.hibernate.Session,4
<em>Rating</em>}',4
dao.ContainerDao,4
call,4
'<em>Message</em>',4
field,4
general.impl.FileTypeImpl,4
Source</em>}',4
<em>Required</em>}',4
Dir</em>',4
general.SessionSatus,4
Session</em>',4
'<em>Source</em>',4
<em>Task</em>}',4
'<em>Tool</em>',4
\model,\,4
<em>Responsible,4
dao.impl.ContainerDaoImpl,4
IMemento,4
org.hibernate.Query,4
java.util.List,4
'<em>Level</em>',4
general.impl.GeneralDocumentationTypeImpl,4
Queries</em>}',4
org.hibernate.SessionFactory,4
focus,4
general.Function,4
<em>General,4
Info4</em>}',4
Directory</em>',4
initialization,4
'<em>Configuration,4
dao.HibernateUtil,4
guarded,4
general.Container,4
general.impl.GeneralDocumentationFilePropertyImpl,4
dao.ConnectionDao,4
<em>Function</em>}',4
general.FileProperty,4
model's,4
'<em>Persistent,4
general.GeneralDocumentationType,4
'<em>Required</em>',4
general.UserList,4
dao.impl.GeneralQueriesImpl,4
supported,4
general.impl.UserImpl,4
'<em>Owner,4
general.impl.ConnectionImpl,4
general.impl.SessionSatusImpl,4
java.util.Date,4
'<em><b>EReference2</b></em>',3
general.Snapshot#getSnapshotId,3
#isSetFileEndingId(),3
'<em><b>Database</b></em>',3
'<em><b>Times,3
<em>Users</em>}',3
general.Connection#getAddInfo3,3
general.FileType#getIcon,3
GridItem,3
Files</b></em>',3
Session</b></em>',3
general.Snapshot#getEReference0,3
dao.HibernateUtil#getSessionFactory,3
general.Container#getOwner,3
selection,3
part,3
By</em>}',3
'<em>Children</em>',3
general.User#getUsername,3
<em>Stores</em>}',3
#isSetUserId(),3
general.Connection#getDatabase,3
general.File#getObjectName,3
'<em><b>Owner,3
size,3
up,3
general.GenericFunctionSRSType#getName,3
'<em><b>Na</b></em>',3
\default="\"\\,3
ID,3
general.Connection#getConnectionType,3
Component</em>}',3
\GridItem(grid,SWT.NONE);\,3
'<em><b>Doors</b></em>',3
'<em><b>Synergy,3
plug-in,3
general.DataSource#getName,3
Ensure,3
Directory</b></em>',3
'<em><b>Synergy</b></em>',3
general.ContentObject#getName,3
Return,3
'<em><b>I</b></em>',3
'<em><b>Error</b></em>',3
By</b></em>',3
general.Event#getDate,3
general.Connection#getUsername,3
'<em><b>Children</b></em>',3
'<em><b>General</b></em>',3
general.Container#isDeleted,3
'<em><b>Db,3
<em>Setting</em>}',3
'<em><b>Uses</b></em>',3
general.User#isDeleted,3
#isSetConnectionId(),3
general.FileProperty#isRequired,3
'<em>Stores</em>',3
'<em><b>Snapshot,3
'<em><b>Function,3
general.FileEnding#getName,3
'<em><b>Mks</b></em>',3
general.GeneralPackage,3
'<em><b>Empty</b></em>',3
'<em><b>Status</b></em>',3
#setAddInfo3(String),3
Criteria</em>}',3
'<em><b>Task,3
Dir</b></em>',3
'<em><b>Warning</b></em>',3
general.User#getEmail,3
'<em><b>Date</b></em>',3
parentShell,3
general.Event#isUserRelevant,3
remove,3
#setAddInfo2(String),3
general.SessionSatus#isMksStatus,3
general.Snapshot#getEReference2,3
general.Task#getDescription,3
general.File#getCreationDate,3
general.Container#getAddInfo1,3
general.Function#getOverallStatus,3
Class</em>}',3
general.User#getTimesUsed,3
#unsetDataSourceId(),3
general.Task#isFinished,3
'<em><b>Tool</b></em>',3
\Item"\);\,3
'<em><b>Stages</b></em>',3
'<em><b>Mks,3
utility,3
#setAddInfo1(String),3
button,3
general.FileProperty#getComment,3
register,3
read-only,3
integer,3
general.Snapshot#getEReference1,3
'<em><b>Information</b></em>',3
<em>Children</em>}',3
general.Event#getType,3
general.Function#getModified,3
general.Container#getOwnerId,3
general.Function#getCreated,3
#getFileEnding(),3
'<em><b>Stores</b></em>',3
'<em><b>Has,3
'<em>List</em>',3
Info4</b></em>',3
#getEReference2(),3
general.ContentObject#getVersion,3
OK,3
general.ContentObject#getLevel,3
#isSetObjectId(),3
general.SessionSatus#isDbStatus,3
general.Snapshot#getCreated,3
mark,3
#unsetObjectId(),3
'<em>Image</em>',3
'<em><b>Setting</b></em>',3
#unsetUserId(),3
general.Connection#getCreated,3
simply,3
#getRootDir(),3
'<em><b>Email</b></em>',3
general.Connection#getRelease,3
#unsetConnectionId(),3
'<em><b>Overall,3
'<em><b>Icon</b></em>',3
general.Function#getName,3
general.ContentObject#getModfiedDate,3
Name</b></em>',3
general.Container#getAddInfo2,3
general.FileProperty#getReviewed,3
'<em><b>Finished</b></em>',3
general.DataSource#getAddInfo1,3
:,3
#unsetFilePropertyId(),3
dao.GenericDao#getPersistentClass,3
Directory</em>}',3
general.Container#getContainerId,3
general.DataSource#getModified,3
'<em>Has,3
general.Connection#getAddInfo4,3
<em>EReference1</em>}',3
'<em><b>Users</b></em>',3
initialize,3
'<em><b>Project</b></em>',3
#getGeneral(),3
'<em><b>Creation,3
#getEReference1(),3
add,3
general.Folder#getRootDirectory,3
general.FileProperty#getRating,3
shared,3
general.Container#getCreated,3
<em>Uses</em>}',3
general.SystemComponentLevelDocumentation#getName,3
'<em><b>Source</b></em>',3
general.Connection#getPartOf,3
#getOf(),3
#setFileEndingId(String),3
'<em><b>X</b></em>',3
general.Connection#getProject,3
#setFunctionId(String),3
cancel,3
'<em>Responsible,3
path,3
Factory</b></em>',3
\enumerator,\,3
\<code>"\false"\</code>\,3
'<em><b>EReference1</b></em>',3
general.Snapshot#getSystemComponent,3
\userDataType="\dao.User"\\,3
construct,3
general.User#getLastUsed,3
general.DataSource#getAddInfo2,3
#getSystemComponent(),3
general.Connection#getEReference0,3
#getPersistentClass(),3
<em>EReference2</em>}',3
'<em><b>Held,3
general.SessionSatus#getSynergySession,3
general.Task#getOwner,3
general.Container#getName,3
'<em><b>Responsible,3
general.Function#getHeldBy,3
#setFilePropertyId(String),3
general.Container#getModified,3
general.Connection#getAddInfo2,3
#setFileTypeId(String),3
general.Connection#getAddInfo1,3
general.Snapshot#getPartOf,3
general.File#getStatus,3
dao.DaoPackage,3
you,3
general.FileType#getTool,3
general.Task#getTaskId,3
general.File#getOfType,3
#getHeldBy(),3
#unsetFileEndingId(),3
'<em>Query</em>',3
general.Snapshot#getGeneral,3
\GridColumn(columnGroup,SWT.NONE);\,3
general.Connection#getModified,3
#unsetFunctionId(),3
general.Connection#getLastUsed,3
'<em><b>NULL</b></em>',3
general.ContentObject#getRelease,3
general.Event#getEventId,3
'<em>Functions</em>',3
Relevant</b></em>',3
general.FileType#getDescription,3
general.FileProperty#getUpToDate,3
general.User#getPassword,3
#setUserId(String),3
general.Connection#isDeleted,3
'<em><b>Message</b></em>',3
not,3
#setObjectId(String),3
Files</em>',3
#isSetFileTypeId(),3
general.FileType#getName,3
#setDataSourceId(String),3
Component</b></em>',3
general.Task#getCreated,3
general.Snapshot#getComment,3
\default="\false"\\,3
#getUsers(),3
\<code>"\"\</code>\,3
#getSessionSatus(),3
#unsetFileTypeId(),3
general.DataSource#getCreated,3
array,3
general.GeneralDocumentationType#getName,3
working,3
stuff,3
#getSource(),3
general.Snapshot#getName,3
#setConnectionId(String),3
general.Event#getMessage,3
'<em><b>Sharepoint</b></em>',3
creation,3
image,3
initial,3
implement,3
#isSetDataSourceId(),3
general.Function#isDeleted,3
general.Connection#getPassword,3
Only,3
'<em><b>Functions</b></em>',3
general.Container#getAddInfo3,3
#getRootDirectory(),3
<em>General</em>}',3
dao.GenericDao#getSession,3
general.Snapshot#isDeleted,3
#isSetFunctionId(),3
#isSetFilePropertyId(),3
<em>Quality,3
general.UserList#getUsers,3
'<em>Setting</em>',3
general.DataSource#getAddInfo3,3
'<em>Uses</em>',3
general.FileProperty#getConfigurationManagement,3
<em>Functions</em>}',2
general.GenericFunctionSRSFileProperty#getType,2
Add,2
content,2
<em>Finished</em>}</li>,2
general.impl.GeneralPackageImpl#getGenericFunctionSRSFileProperty(),2
doSwitch(object)},2
general.impl.GeneralPackageImpl#getFileEnding(),2
dao.impl.DaoPackageImpl#getQuery(),2
<em>Stores</em>}</li>,2
returned,2
Connection,2
dao.impl.DaoPackageImpl#getFolderDao(),2
Info4</em>}</li>,2
general.impl.GeneralPackageImpl#getSnapshot(),2
general.impl.GeneralPackageImpl#getQualityCriteria(),2
'<em><b>Connection</b></em>',2
general.impl.GeneralPackageImpl#getEventType(),2
general.impl.GeneralPackageImpl#getUser(),2
#setRelease(String),2
<em>Rating</em>}</li>,2
#createPackageContents(),2
<em>Event</em>}</li>,2
delegates,2
<em>General</em>}</li>,2
event.toString(),2
accessed,2
accessors,2
dao.impl.DaoPackageImpl#getSession(),2
<p>This,2
initializes,2
dao.impl.DaoPackageImpl#getFileDao(),2
\IStatus.OK,\,2
'<em><b>Function</b></em>',2
<b>Switch</b>,2
'<em><b>Task</b></em>',2
registry,2
general.impl.GeneralPackageImpl#getTask(),2
List</b></em>',2
<em>Project</em>}</li>,2
#setLastUsed(Date),2
dao.impl.DaoPackageImpl#getConnectionDao(),2
mapping,2
#getUses(),2
descriptor,2
dao.impl.DaoPackageImpl#getUserDao(),2
'<em><b>File</b></em>',2
<em>Level</em>}</li>,2
//,2
<em>Icon</em>}</li>,2
question,2
general.impl.GeneralPackageImpl#getSystemComponentLevelDocumentation(),2
Directory</em>}</li>,2
Factory</em>}</li>,2
non,2
also,2
general.impl.GeneralPackageImpl#getConnectionType(),2
@deprecated,2
+,2
way,2
general.impl.GeneralPackageImpl#getFile(),2
depends,2
#init(),2
#init,2
features;,2
dao.impl.DaoPackageImpl#getContainerDao(),2
operations,2
System.err.println(,2
Satus</b></em>',2
access,2
obtain,2
general.impl.GeneralPackageImpl#getDate(),2
general.impl.GeneralPackageImpl#getContentObject(),2
#setPassword(String),2
-,2
adapt,2
contains,2
Util</b></em>',2
current,2
#setOwner(User),2
Queries</b></em>',2
session,2
#setOfType(FileType),2
XViewer,2
#getSetting(),2
dao.impl.DaoPackageImpl#getSessionFactory(),2
user,2
\returned,\,2
\Instead,\,2
<p>Note:,2
exists,2
general.impl.GeneralPackageImpl#getGeneralDocumentationType(),2
\Type</b></em>',\,2
general.impl.GeneralPackageImpl#getFolder(),2
\registers,\,2
general.impl.GeneralPackageImpl#getEvent(),2
Factory</b>,2
Page,2
'<em><b>Content,2
indicate,2
result;,2
changed,2
#getResponsibleFiles(),2
User,2
Clients,2
<em>Status</em>}</li>,2
dao.impl.DaoPackageImpl#getHibernateUtil(),2
#setUsername(String),2
ePackage,2
Property</em>}</li>,2
<em>Users</em>}</li>,2
container,2
others,2
last,2
general.impl.GeneralPackageImpl#getGenericFunctionSRSType(),2
#getStores(),2
'<em><b>Folder</b></em>',2
can't,2
performs,2
WizardDialog,2
annotations,2
Checks,2
dao.impl.DaoPackageImpl#getEventDao(),2
block,2
supports,2
DataStore,2
general.impl.GeneralPackageImpl#getFileType(),2
Ending</b></em>',2
Documentation</b></em>',2
via,2
temporary,2
#eNS_URI,2
general.Function#getResponsibleFiles,2
Calls,2
dao.impl.DaoPackageImpl#getGeneralQueries(),2
By</em>}</li>,2
non-abstract,2
EPackage.Registry},2
shell,2
<em>Children</em>}</li>,2
use,2
actual,2
general.impl.GeneralPackageImpl#getSystemComponentLevelDocumentationFileProperty(),2
general.impl.GeneralPackageImpl#getSessionSatus(),2
Mark,2
enums,2
#initializePackageContents(),2
Complete,2
controls,2
<em>Required</em>}</li>,2
general.impl.GeneralPackageImpl#getConnection(),2
#setPartOf(Container),2
<em>Email</em>}</li>,2
general.impl.GeneralPackageImpl#getFunction(),2
'<em><b>Snapshot</b></em>',2
<em>Setting</em>}</li>,2
\Creates,\,2
only,2
<em>Database</em>}</li>,2
bounds,2
resource,2
starting,2
Update,2
dao.impl.DaoPackageImpl#getList(),2
memento,2
Exception(),2
<em>Session</em>}</li>,2
@parameter,2
<em>User</em>}</li>,2
#getChildren(),2
general.SystemComponentLevelDocumentationFileProperty#getType,2
Task,2
yields,2
#getGenericDao(),2
memento;,2
because,2
Class</em>}</li>,2
created,2
'<em><b>Folder,2
general.GeneralDocumentationFileProperty#getType,2
\kind="\package"\\,2
\init()},\,2
proceeding,2
#getFolder(),2
Dir</em>}</li>,2
future,2
#doSwitch(EObject),2
Management</em>}</li>,2
#setComment(String),2
<code>true</code>,2
Icon,2
<em>Uses</em>}</li>,2
directly,2
general.impl.GeneralPackageImpl#getUserList(),2
responsible,2
Session</em>}</li>,2
Temporary,2
general.impl.GeneralPackageImpl#getDataSource(),2
Obtain,2
connection,2
});,2
#getFunctions(),2
upon,2
#setDescription(String),2
<em>EReference2</em>}</li>,2
<em>EReference1</em>}</li>,2
!=,2
<em>Functions</em>}</li>,2
either,2
<b>Adapter,2
Object</b></em>',2
Container,2
'<em><b>Hibernate,2
SessionFactory,2
'<em><b>General,2
Relevant</em>}</li>,2
\<b>Package</b>,\,2
already,2
Files</em>}</li>,2
their,2
general.Snapshot#getFunctions,2
<em>Reviewed</em>}</li>,2
<em>Source</em>}</li>,2
<em>Date</em>}</li>,2
static,2
Component</em>}</li>,2
window,2
<em>Tool</em>}</li>,2
general.impl.GeneralPackageImpl#getContainer(),2
general.impl.GeneralPackageImpl#getGeneralDocumentationFileProperty(),2
correct,2
general.impl.GeneralPackageImpl#getFileProperty(),2
Defines,2
dao.impl.DaoPackageImpl#getUser(),2
supertypes,2
<em>Of</em>}</li>,2
they,2
general.impl.GeneralPackageImpl#getImage(),2
\"\\,2
<em>Message</em>}</li>,2
dao.impl.DaoPackageImpl#getGenericDao(),2
#getHasProperty(),2
<em>Version</em>}</li>,2
\switch,\,2
'<em><b>Container</b></em>',2
always,2
Files</em>}',2
Source</b></em>',2
Name</em>}</li>,2
Code,1
store,1
general.impl.ConnectionImpl#getLastUsed,1
configuration,1
general.GeneralPackage#getFileProperty_Comment(),1
\item1.setText(3,"\142"\);\,1
#setFinished(boolean),1
strategy,1
\Group"\);\,1
#setSessionFactory(SessionFactory),1
HibernateUtilImpl.SESSION_FACTORY_EDEFAULT.openSession();,1
HibernateUtilImpl.SESSION_FACTORY_EDEFAULT.getCurrentSession();,1
#setIcon(Image),1
general.GeneralPackage#getContainer(),1
general.impl.ConnectionImpl#getAddInfo1,1
#X_VALUE,1
general.GeneralPackage#getEvent_Message(),1
general.impl.ConnectionImpl#getConnectionId,1
general.impl.UserImpl#getPassword,1
\statuses,\,1
allow,1
general.impl.SystemComponentLevelDocumentationImpl#getName,1
JDBC,1
general.GeneralPackage#getFunction_HeldBy(),1
#setTool(String),1
GridData(GridData.FILL_BOTH));,1
#NA_VALUE,1
231,1
general.impl.FolderImpl#getRootDirectory,1
FileImpl,1
general.GeneralPackage#getContainer_AddInfo3(),1
general.Connection#getModified(),1
general.impl.FilePropertyImpl#getRating,1
general.GeneralPackage#getFileEnding_FileEndingId(),1
GeneralPackage,1
DaoPackage,1
general.GeneralPackage#getFile(),1
\tempUser.setEmail("\ben@go-unified.com"\);\,1
DB,1
general.Function#getFunctionId(),1
general.FileEnding#getOfType(),1
Object),1
fill,1
general.FileProperty#getUpToDate(),1
general.GeneralDocumentationFileProperty#getType(),1
dao.DaoPackage#getGeneralQueries(),1
memento),1
SystemComponentLevelDocumentationImpl,1
general.Event#isUserRelevant(),1
general.GeneralPackage#getEvent(),1
\transient="\true"\\,1
nebula,1
general.GeneralPackage#getFileProperty_Of(),1
our,1
\item3.setText(3,"\10"\);\,1
adapters,1
general.GeneralPackage#getContainer_AddInfo2(),1
\Composite(parent,\,1
activator,1
#NA,1
general.GeneralPackage#getTask(),1
general.impl.ConnectionImpl#getConnectionType,1
general.impl.ConnectionImpl#isDeleted,1
general.ContentObject#getObjectId(),1
\<code>"\true"\</code>\,1
under,1
